"id","Date","Open","High","Low","Adj Close","Volume","Close","Tickers"
,"2022-12-26",454,457,453.5,441.3251953125,8793306,456.5,"2330.TW"
,"2022-12-27",458,462.5,457,441.80859375,10264001,457,"2330.TW"
,"2022-12-28",451,452,446,436.0080261230469,32578949,451,"2330.TW"
,"2022-12-29",444,449.5,442.5,431.17425537109375,23020759,446,"2330.TW"
,"2022-12-30",455,456.5,448.5,433.5910949707031,21683478,448.5,"2330.TW"
,"2023-01-03",446,453.5,443,437.9415588378906,14885824,453,"2330.TW"
,"2023-01-04",449.5,455,448.5,434.557861328125,19188422,449.5,"2330.TW"
,"2023-01-05",459,459.5,455,443.25872802734375,23549581,458.5,"2330.TW"
,"2023-01-06",455,459.5,455,443.25872802734375,20886011,458.5,"2330.TW"
,"2023-01-09",468,481,467.5,465.0107727050781,46666263,481,"2330.TW"
,"2023-01-10",486,487,483,469.8445739746094,32646014,486,"2330.TW"
,"2023-01-11",487,488,482,468.3943786621094,21051115,484.5,"2330.TW"
,"2023-01-12",487.5,488,484,470.3279113769531,20963689,486.5,"2330.TW"
,"2023-01-13",507,509,499,483.3791809082031,77606949,500,"2330.TW"
,"2023-01-16",506,508,503,488.2129821777344,34373918,505,"2330.TW"
,"2023-01-17",504,504,499.5,486.2794494628906,27770329,503,"2330.TW"
,"2023-01-30",542,543,534,524.9498901367188,124428936,543,"2330.TW"
,"2023-01-31",537,538,521,504.6478576660156,72530854,522,"2330.TW"
,"2023-02-01",532,533,522,512.3819580078125,33710990,530,"2330.TW"
,"2023-02-02",538,542,537,522.0496215820312,43077053,540,"2330.TW"
,"2023-02-03",540,542,536,523.9830932617188,31635865,542,"2330.TW"
,"2023-02-06",532,533,526,508.51483154296875,30870136,526,"2330.TW"
,"2023-02-07",524,528,522,505.6146240234375,23481767,523,"2330.TW"
,"2023-02-08",538,540,534,522.0496215820312,35096191,540,"2330.TW"
,"2023-02-09",540,540,536,522.0496215820312,18861972,540,"2330.TW"
,"2023-02-10",544,546,541,526.88330078125,28495684,545,"2330.TW"
,"2023-02-13",544,544,538,523.0162963867188,22768977,541,"2330.TW"
,"2023-02-14",544,546,543,526.88330078125,21883297,545,"2330.TW"
,"2023-02-15",526,532,522,507.5481262207031,61796793,525,"2330.TW"
,"2023-02-16",528,531,524,510.44842529296875,29975138,528,"2330.TW"
,"2023-02-17",524,524,516,500.7808532714844,28121975,518,"2330.TW"
,"2023-02-20",514,519,511,499.81402587890625,20065156,517,"2330.TW"
,"2023-02-21",515,517,513,498.8472900390625,13504100,516,"2330.TW"
,"2023-02-22",506,509,505,490.1465148925781,24575245,507,"2330.TW"
,"2023-02-23",512,521,510,500.7808532714844,25376835,518,"2330.TW"
,"2023-02-24",524,525,511,494.0135498046875,41692491,511,"2330.TW"
,"2023-03-01",504,522,504,504.6478576660156,39560848,522,"2330.TW"
,"2023-03-02",519,520,515,501.74755859375,16558784,519,"2330.TW"
,"2023-03-03",524,525,516,498.8472900390625,23253895,516,"2330.TW"
,"2023-03-06",520,524,517,503.6810607910156,21922085,521,"2330.TW"
,"2023-03-07",521,526,519,506.5814208984375,24861078,524,"2330.TW"
,"2023-03-08",521,523,518,503.6810607910156,24512408,521,"2330.TW"
,"2023-03-09",525,526,522,504.6478576660156,21557577,522,"2330.TW"
,"2023-03-10",515,516,511,495.9469909667969,24045605,513,"2330.TW"
,"2023-03-13",513,518,509,498.8472900390625,21466947,516,"2330.TW"
,"2023-03-14",511,514,510,493.0467834472656,20474770,510,"2330.TW"
,"2023-03-15",515,516,510,494.0135498046875,23208597,511,"2330.TW"
,"2023-03-16",505,510,504,490.8543701171875,21965994,505,"2330.TW"
,"2023-03-17",516,518,513,503.490234375,33118483,518,"2330.TW"
,"2023-03-20",517,518,510,497.6582946777344,11837312,512,"2330.TW"
,"2023-03-21",515,517,512,502.5182189941406,18284799,517,"2330.TW"
,"2023-03-22",524,533,524,518.070068359375,42385987,533,"2330.TW"
,"2023-03-23",528,539,528,522.9300537109375,26728246,538,"2330.TW"
,"2023-03-24",536,539,535,523.9019165039062,21926240,539,"2330.TW"
,"2023-03-27",533,536,531,516.1260375976562,16111177,531,"2330.TW"
,"2023-03-28",525,530,524,510.29412841796875,17234120,525,"2330.TW"
,"2023-03-29",533,533,525,515.1541137695312,17280749,530,"2330.TW"
,"2023-03-30",536,537,531,520.0140380859375,19201564,535,"2330.TW"
,"2023-03-31",538,538,532,518.070068359375,23558838,533,"2330.TW"
,"2023-04-06",530,531,526,515.1541137695312,25423363,530,"2330.TW"
,"2023-04-07",535,535,529,516.1260375976562,8557482,531,"2330.TW"
,"2023-04-10",533,533,528,514.18212890625,7435151,529,"2330.TW"
,"2023-04-11",522,527,522,509.32220458984375,22675697,524,"2330.TW"
,"2023-04-12",523,524,517,505.4342346191406,23816473,520,"2330.TW"
,"2023-04-13",515,517,510,495.7143249511719,25536889,510,"2330.TW"
,"2023-04-14",516,520,513,501.5462341308594,18072504,516,"2330.TW"
,"2023-04-17",519,520,514,505.4342346191406,14634287,520,"2330.TW"
,"2023-04-18",518,520,514,500.57427978515625,15168888,515,"2330.TW"
,"2023-04-19",517,518,509,495.7143249511719,21123233,510,"2330.TW"
,"2023-04-20",512,516,510,498.6302490234375,17221961,513,"2330.TW"
,"2023-04-21",520,520,510,496.68634033203125,25016683,511,"2330.TW"
,"2023-04-24",505,510,504,492.7983703613281,16886512,507,"2330.TW"
,"2023-04-25",504,505,498,484.0504455566406,36898412,498,"2330.TW"
,"2023-04-26",498,498.5,491,477.7325439453125,31269245,491.5,"2330.TW"
,"2023-04-27",491,495,489,479.6764831542969,29537148,493.5,"2330.TW"
,"2023-04-28",498.5,502,498,487.93841552734375,24824100,502,"2330.TW"
,"2023-05-02",500,502,496.5,486.9664306640625,15325791,501,"2330.TW"
,"2023-05-03",496,498,495,482.1064758300781,11369311,496,"2330.TW"
,"2023-05-04",497,499.5,496,484.0504455566406,13140291,498,"2330.TW"
,"2023-05-05",500,502,498.5,485.99444580078125,7488897,500,"2330.TW"
,"2023-05-08",509,509,502,489.8824157714844,11243634,504,"2330.TW"
,"2023-05-09",507,510,505,495.7143249511719,16197743,510,"2330.TW"
,"2023-05-10",508,508,500,488.910400390625,18859212,503,"2330.TW"
,"2023-05-11",506,506,498.5,485.0224304199219,13382927,499,"2330.TW"
,"2023-05-12",496,500,495,482.1064758300781,18465362,496,"2330.TW"
,"2023-05-15",497,499.5,494.5,481.6204528808594,13315766,495.5,"2330.TW"
,"2023-05-16",503,508,500,490.8543701171875,21140315,505,"2330.TW"
,"2023-05-17",508,521,506,504.462158203125,41406763,519,"2330.TW"
,"2023-05-18",533,536,526,515.1541137695312,43096277,530,"2330.TW"
,"2023-05-19",535,535,529,517.0980834960938,32099068,532,"2330.TW"
,"2023-05-22",532,533,529,516.1260375976562,17208135,531,"2330.TW"
,"2023-05-23",530,531,525,515.1541137695312,19588873,530,"2330.TW"
,"2023-05-24",527,528,524,510.29412841796875,19086681,525,"2330.TW"
,"2023-05-25",542,545,537,527.7899780273438,63827245,543,"2330.TW"
,"2023-05-26",568,568,563,550.1456298828125,95808471,566,"2330.TW"
,"2023-05-29",574,574,564,552.0896606445312,54657853,568,"2330.TW"
,"2023-05-30",566,568,563,550.1456298828125,40136130,566,"2330.TW"
,"2023-05-31",560,562,551,542.3697509765625,81176782,558,"2330.TW"
,"2023-06-01",550,554,550,535.5658569335938,24477529,551,"2330.TW"
,"2023-06-02",559,564,557,546.2577514648438,30206141,562,"2330.TW"
,"2023-06-05",560,560,555,539.4537963867188,16827391,555,"2330.TW"
,"2023-06-06",554,562,553,544.313720703125,20228086,560,"2330.TW"
,"2023-06-07",561,568,560,552.0896606445312,27604813,568,"2330.TW"
,"2023-06-08",562,568,555,543.341796875,23080195,559,"2330.TW"
,"2023-06-09",561,566,561,549.1737060546875,19091713,565,"2330.TW"
,"2023-06-12",574,574,571,557.921630859375,26392389,574,"2330.TW"
,"2023-06-13",593,594,589,576.3894653320312,56174363,593,"2330.TW"
,"2023-06-14",590,591,587,573.4734497070312,23583314,590,"2330.TW"
,"2023-06-15",590,593,587,577.1353149414062,27392154,591,"2330.TW"
,"2023-06-16",590,590,584,575.1822509765625,38128802,589,"2330.TW"
,"2023-06-19",583,585,582,569.322998046875,14346885,583,"2330.TW"
,"2023-06-20",579,585,579,569.322998046875,16221413,583,"2330.TW"
,"2023-06-21",582,585,578,567.369873046875,21703937,581,"2330.TW"
,"2023-06-26",576,578,574,560.5341186523438,27142262,574,"2330.TW"
,"2023-06-27",570,575,569,558.5810546875,21501718,572,"2330.TW"
,"2023-06-28",579,579,571,560.5341186523438,18175426,574,"2330.TW"
,"2023-06-29",578,580,570,559.5575561523438,16937929,573,"2330.TW"
,"2023-06-30",570,576,568,562.4871826171875,22654976,576,"2330.TW"
,"2023-07-03",578,580,576,565.4168090820312,14785585,579,"2330.TW"
,"2023-07-04",585,585,580,571.2760620117188,17219541,585,"2330.TW"
,"2023-07-05",589,589,579,568.3464965820312,14913592,582,"2330.TW"
,"2023-07-06",573,574,565,551.7451782226562,28564891,565,"2330.TW"
,"2023-07-07",565,572,563,551.7451782226562,18796190,565,"2330.TW"
,"2023-07-10",567,573,565,551.7451782226562,18454982,565,"2330.TW"
,"2023-07-11",574,577,570,563.4636840820312,17850636,577,"2330.TW"
,"2023-07-12",574,578,572,564.4403076171875,15588228,578,"2330.TW"
,"2023-07-13",587,590,585,571.2760620117188,25442137,585,"2330.TW"
,"2023-07-14",589,591,587,577.1353149414062,23121873,591,"2330.TW"
,"2023-07-17",588,591,587,577.1353149414062,13807834,591,"2330.TW"
,"2023-07-18",587,588,580,567.369873046875,20932006,581,"2330.TW"
,"2023-07-19",584,587,579,567.369873046875,22499123,581,"2330.TW"
,"2023-07-20",580,584,578,565.4168090820312,15108109,579,"2330.TW"
,"2023-07-21",560,563,557,546.8624877929688,46711021,560,"2330.TW"
,"2023-07-24",557,563,557,544.909423828125,25268835,558,"2330.TW"
,"2023-07-25",561,569,561,555.6513671875,19590349,569,"2330.TW"
,"2023-07-26",569,571,563,552.7218017578125,13314305,566,"2330.TW"
,"2023-07-27",570,570,566,555.6513671875,12200358,569,"2330.TW"
,"2023-07-28",569,573,565,553.6983032226562,18540078,567,"2330.TW"
,"2023-07-31",575,575,560,551.7451782226562,24208467,565,"2330.TW"
,"2023-08-01",565,568,564,553.6983032226562,16259643,567,"2330.TW"
,"2023-08-02",567,569,558,547.839111328125,25583234,561,"2330.TW"
,"2023-08-04",556,560,552,541.0032958984375,26279173,554,"2330.TW"
,"2023-08-07",558,561,556,544.909423828125,14369551,558,"2330.TW"
,"2023-08-08",558,558,551,539.0502319335938,19010690,552,"2330.TW"
,"2023-08-09",550,557,550,541.0032958984375,14389090,554,"2330.TW"
,"2023-08-10",552,554,550,538.07373046875,17892615,551,"2330.TW"
,"2023-08-11",556,558,546,533.19091796875,17608427,546,"2330.TW"
,"2023-08-14",540,543,537,528.3082885742188,20939030,541,"2330.TW"
,"2023-08-15",543,545,540,529.2847900390625,14066307,542,"2330.TW"
,"2023-08-16",541,543,536,529.2847900390625,28269840,542,"2330.TW"
,"2023-08-17",540,546,537,531.2379150390625,22843138,544,"2330.TW"
,"2023-08-18",540,544,539,526.3551635742188,17592345,539,"2330.TW"
,"2023-08-21",544,544,534,524.402099609375,16633821,537,"2330.TW"
,"2023-08-22",544,544,538,528.3082885742188,14594304,541,"2330.TW"
,"2023-08-23",546,552,544,539.0502319335938,20636332,552,"2330.TW"
,"2023-08-24",563,564,558,550.7686767578125,23280827,564,"2330.TW"
,"2023-08-25",549,551,546,533.19091796875,24144537,546,"2330.TW"
,"2023-08-28",547,553,547,536.1205444335938,8991985,549,"2330.TW"
,"2023-08-29",551,553,546,539.0502319335938,10516678,552,"2330.TW"
,"2023-08-30",558,560,554,541.9797973632812,15117416,555,"2330.TW"
,"2023-08-31",553,556,548,536.1205444335938,40431378,549,"2330.TW"
,"2023-09-01",543,553,543,535.14404296875,13669766,548,"2330.TW"
,"2023-09-04",549,557,549,543.932861328125,9531157,557,"2330.TW"
,"2023-09-05",553,555,550,539.0502319335938,12220686,552,"2330.TW"
,"2023-09-06",556,556,550,537.0970458984375,14067008,550,"2330.TW"
,"2023-09-07",546,548,542,529.2847900390625,20717005,542,"2330.TW"
,"2023-09-08",535,540,535,526.3551635742188,15283568,539,"2330.TW"
,"2023-09-11",539,540,536,523.425537109375,14631968,536,"2330.TW"
,"2023-09-12",536,545,536,531.2379150390625,16028336,544,"2330.TW"
,"2023-09-13",545,548,541,528.3082885742188,16191392,541,"2330.TW"
,"2023-09-14",544,550,543,540.092041015625,17144287,550,"2330.TW"
,"2023-09-15",549,558,547,547.9479370117188,42517441,558,"2330.TW"
,"2023-09-18",548,549,540,530.272216796875,36684692,540,"2330.TW"
,"2023-09-19",539,543,538,528.3082275390625,18901683,538,"2330.TW"
,"2023-09-20",536,538,535,525.3622436523438,24635567,535,"2330.TW"
,"2023-09-21",530,531,526,517.5064086914062,32012694,527,"2330.TW"
,"2023-09-22",523,525,522,512.5964965820312,29049309,522,"2330.TW"
,"2023-09-25",522,529,522,515.5424194335938,17116402,525,"2330.TW"
,"2023-09-26",521,524,519,509.65045166015625,26392692,519,"2330.TW"
,"2023-09-27",517,523,516,512.5964965820312,16846401,522,"2330.TW"
,"2023-09-28",523,525,520,513.5784912109375,19733331,523,"2330.TW"
,"2023-10-02",530,534,528,523.3983154296875,25427911,533,"2330.TW"
,"2023-10-03",528,533,528,519.4703979492188,14490129,529,"2330.TW"
,"2023-10-04",521,523,519,510.63250732421875,28358964,520,"2330.TW"
,"2023-10-05",523,529,523,518.4884033203125,24945684,528,"2330.TW"
,"2023-10-06",530,533,529,522.4163818359375,15336587,532,"2330.TW"
,"2023-10-11",542,544,540,534.2001342773438,46639969,544,"2330.TW"
,"2023-10-12",545,550,544,540.092041015625,34161176,550,"2330.TW"
,"2023-10-13",550,554,548,543.0380249023438,31123496,553,"2330.TW"
,"2023-10-16",546,547,542,535.18212890625,19875676,545,"2330.TW"
,"2023-10-17",550,552,548,541.0740966796875,18364998,551,"2330.TW"
,"2023-10-18",549,549,540,530.272216796875,26418940,540,"2330.TW"
,"2023-10-19",540,548,540,536.1641235351562,22881262,546,"2330.TW"
,"2023-10-20",549,556,546,545.9840087890625,45984177,556,"2330.TW"
,"2023-10-23",552,553,543,534.2001342773438,22747367,544,"2330.TW"
,"2023-10-24",543,546,540,534.2001342773438,15007814,544,"2330.TW"
,"2023-10-25",544,551,544,534.2001342773438,16526355,544,"2330.TW"
,"2023-10-26",530,535,530,521.4343872070312,28188348,531,"2330.TW"
,"2023-10-27",534,536,532,523.3983154296875,15679643,533,"2330.TW"
,"2023-10-30",531,534,528,522.4163818359375,21404842,532,"2330.TW"
,"2023-10-31",535,535,527,519.4703979492188,25667058,529,"2330.TW"
,"2023-11-01",533,533,527,518.4884033203125,13603347,528,"2330.TW"
,"2023-11-02",536,547,535,537.1461791992188,29401438,547,"2330.TW"
,"2023-11-03",547,549,545,539.1100463867188,15426176,549,"2330.TW"
,"2023-11-06",553,556,550,540.092041015625,29215201,550,"2330.TW"
,"2023-11-07",552,555,550,545.0020141601562,14777790,555,"2330.TW"
,"2023-11-08",550,557,550,545.9840087890625,15314834,556,"2330.TW"
,"2023-11-09",551,557,551,546.9659423828125,13165684,557,"2330.TW"
,"2023-11-10",555,557,554,546.9659423828125,12994933,557,"2330.TW"
,"2023-11-13",579,580,571,560.7138061523438,43866014,571,"2330.TW"
,"2023-11-14",576,576,571,561.6957397460938,21568576,572,"2330.TW"
,"2023-11-15",583,583,575,570.5336303710938,50305088,581,"2330.TW"
,"2023-11-16",581,583,578,572.4976196289062,28291435,583,"2330.TW"
,"2023-11-17",579,583,579,569.5515747070312,22031704,580,"2330.TW"
,"2023-11-20",576,579,575,566.605712890625,22010114,577,"2330.TW"
,"2023-11-21",582,585,581,574.4616088867188,35921706,585,"2330.TW"
,"2023-11-22",576,579,574,566.605712890625,21969125,577,"2330.TW"
,"2023-11-23",574,578,574,567.5877075195312,14486134,578,"2330.TW"
,"2023-11-24",577,578,574,564.6417236328125,10058969,575,"2330.TW"
,"2023-11-27",573,577,568,557.767822265625,18528520,568,"2330.TW"
,"2023-11-28",565,576,565,564.6417236328125,26343906,575,"2330.TW"
,"2023-11-29",578,579,570,563.6597290039062,24868842,574,"2330.TW"
,"2023-11-30",576,577,570,566.605712890625,47192647,577,"2330.TW"
,"2023-12-01",573,579,573,568.5697021484375,28051165,579,"2330.TW"
,"2023-12-04",582,582,571,563.6597290039062,26847171,574,"2330.TW"
,"2023-12-05",571,572,567,559.7318115234375,22229723,570,"2330.TW"
,"2023-12-06",568,575,568,559.7318115234375,21518089,570,"2330.TW"
,"2023-12-07",570,573,566,555.8038940429688,20840397,566,"2330.TW"
,"2023-12-08",574,577,570,559.7318115234375,33507214,570,"2330.TW"
,"2023-12-11",572,575,570,563.6597290039062,27378610,574,"2330.TW"
,"2023-12-12",580,581,575,567.5877075195312,29403010,578,"2330.TW"
,"2023-12-13",576,579,576,566.605712890625,22977731,577,"2330.TW"
,"2023-12-14",581,582,579,574.502685546875,39409958,582,"2330.TW"
,"2023-12-15",585,586,580,577.4639892578125,54323262,585,"2330.TW"
,"2023-12-18",579,585,577,577.4639892578125,26122277,585,"2330.TW"
,"2023-12-19",588,588,580,577.4639892578125,28254292,585,"2330.TW"
,"2023-12-20",587,587,583,577.4639892578125,38121456,585,"2330.TW"
,"2023-12-21",577,579,575,569.5670166015625,24923414,577,"2330.TW"
,"2023-12-22",582,582,579,574.502685546875,18690214,582,"2330.TW"
,"2023-12-25",582,585,580,573.5155029296875,9548143,581,"2330.TW"
,"2023-12-26",583,586,582,578.451171875,16094308,586,"2330.TW"
,"2023-12-27",587,592,586,584.373779296875,33401336,592,"2330.TW"
,"2023-12-28",592,593,589,585.3609619140625,25514849,593,"2330.TW"
,"2023-12-29",589,593,589,585.3609619140625,18416318,593,"2330.TW"
,"2024-01-02",590,593,589,585.3609619140625,26059058,593,"2330.TW"
,"2024-01-03",584,585,576,570.55419921875,37106763,578,"2330.TW"
,"2024-01-04",580,581,577,572.5283813476562,15309129,580,"2330.TW"
,"2024-01-05",578,580,574,568.5799560546875,18158971,576,"2330.TW"
,"2024-01-08",582,585,579,575.48974609375,17761275,583,"2330.TW"
,"2024-01-09",588,589,583,578.451171875,22501510,586,"2330.TW"
,"2024-01-10",581,586,580,576.4768676757812,13037716,584,"2330.TW"
,"2024-01-11",586,589,583,578.451171875,23997409,586,"2330.TW"
,"2024-01-12",581,588,581,576.4768676757812,16496053,584,"2330.TW"
,"2024-01-15",590,590,585,578.451171875,21143076,586,"2330.TW"
,"2024-01-16",581,588,579,572.5283813476562,27223860,580,"2330.TW"
,"2024-01-17",583,584,578,573.5155029296875,42592335,581,"2330.TW"
,"2024-01-18",586,589,585,580.4253540039062,27209996,588,"2330.TW"
,"2024-01-19",625,627,614,617.9358520507812,161106401,626,"2330.TW"
,"2024-01-22",633,633,623,617.9358520507812,65168775,626,"2330.TW"
,"2024-01-23",629,629,622,619.9100952148438,41072439,628,"2330.TW"
,"2024-01-24",628,630,624,618.9229125976562,26635005,627,"2330.TW"
,"2024-01-25",635,642,633,633.729736328125,52243347,642,"2330.TW"
,"2024-01-26",644,646,639,635.7039184570312,41153025,644,"2330.TW"
,"2024-01-29",646,648,644,639.6524047851562,27825490,648,"2330.TW"
,"2024-01-30",642,647,642,633.729736328125,36161825,642,"2330.TW"
,"2024-01-31",634,637,626,619.9100952148438,41277950,628,"2330.TW"
,"2024-02-01",625,628,619,619.9100952148438,44946369,628,"2330.TW"
,"2024-02-02",633,635,628,626.8198852539062,26334815,635,"2330.TW"
,"2024-02-05",645,647,638,637.6781616210938,44017740,646,"2330.TW"
,"2024-02-15",709,709,693,688.021240234375,112945296,697,"2330.TW"
,"2024-02-16",697,699,683,674.2015380859375,44232811,683,"2330.TW"
,"2024-02-19",674,682,674,669.2659912109375,34408673,678,"2330.TW"
,"2024-02-20",675,688,675,678.1500244140625,30166461,687,"2330.TW"
,"2024-02-21",678,683,678,672.2273559570312,30564485,681,"2330.TW"
,"2024-02-22",695,695,685,683.0856323242188,33145643,692,"2330.TW"
,"2024-02-23",701,703,696,688.021240234375,46448923,697,"2330.TW"
,"2024-02-26",700,700,695,689.00830078125,28798079,698,"2330.TW"
,"2024-02-27",700,701,691,689.00830078125,33006829,698,"2330.TW"
,"2024-02-29",691,698,688,681.1113891601562,54368302,690,"2330.TW"
,"2024-03-01",697,697,688,680.124267578125,23390635,689,"2330.TW"
,"2024-03-04",714,725,711,715.6604614257812,88861397,725,"2330.TW"
,"2024-03-05",735,738,728,720.5960693359375,64403889,730,"2330.TW"
,"2024-03-06",718,738,717,725.5316772460938,43687122,735,"2330.TW"
,"2024-03-07",755,769,754,750.2095947265625,71817344,760,"2330.TW"
,"2024-03-08",795,796,772,773.9004516601562,87139744,784,"2330.TW"
,"2024-03-11",768,778,761,756.13232421875,64759810,766,"2330.TW"
,"2024-03-12",757,771,754,760.080810546875,58110339,770,"2330.TW"
,"2024-03-13",785,785,777,768.96484375,36754557,779,"2330.TW"
,"2024-03-14",779,785,770,773.9004516601562,42010806,784,"2330.TW"
,"2024-03-15",771,777,753,743.2998046875,73316437,753,"2330.TW"
,"2024-03-18",754,765,754,757.6796264648438,43589856,764,"2330.TW"
,"2024-03-19",758,765,755,755.6962280273438,30152375,762,"2330.TW"
,"2024-03-20",764,769,752,751.7293090820312,41280325,758,"2330.TW"
,"2024-03-21",773,784,772,777.51416015625,46026103,784,"2330.TW"
,"2024-03-22",788,789,775,778.5059204101562,30660820,785,"2330.TW"
,"2024-03-25",783,788,779,773.5472412109375,19877101,780,"2330.TW"
,"2024-03-26",788,792,776,775.53076171875,40990702,782,"2330.TW"
,"2024-03-27",785,785,779,772.5555419921875,18794479,779,"2330.TW"
,"2024-03-28",774,776,768,762.6383056640625,27190918,769,"2330.TW"
,"2024-03-29",769,777,768,769.580322265625,9802000,776,"2330.TW"
,"2024-04-01",783,783,769,763.6300048828125,21041261,770,"2330.TW"
,"2024-04-02",784,790,783,783.4645385742188,37974481,790,"2330.TW"
,"2024-04-03",783,785,778,773.5472412109375,30890544,780,"2330.TW"
,"2024-04-08",789,792,783,776.5224609375,32202226,783,"2330.TW"
,"2024-04-09",795,820,792,812.2246704101562,56857731,819,"2330.TW"
,"2024-04-10",815,819,810,808.2577514648438,27480849,815,"2330.TW"
,"2024-04-11",811,820,811,813.2163696289062,25200651,820,"2330.TW"
,"2024-04-12",823,826,817,811.23291015625,31508936,818,"2330.TW"
,"2024-04-15",804,812,803,799.3321533203125,38913470,806,"2330.TW"
,"2024-04-16",802,803,785,781.4810791015625,49508969,788,"2330.TW"
,"2024-04-17",798,808,793,797.3487548828125,34472074,804,"2330.TW"
,"2024-04-18",796,810,792,797.3487548828125,43598591,804,"2330.TW"
,"2024-04-19",769,770,746,743.7954711914062,130968654,750,"2330.TW"
,"2024-04-22",740,757,740,735.8616333007812,46540798,742,"2330.TW"
,"2024-04-23",761,761,752,747.7623901367188,30423647,754,"2330.TW"
,"2024-04-24",770,785,769,776.5224609375,39457128,783,"2330.TW"
,"2024-04-25",770,774,765,759.6630859375,28534926,766,"2330.TW"
,"2024-04-26",788,789,782,775.53076171875,32571247,782,"2330.TW"
,"2024-04-29",790,795,787,788.4231567382812,26765837,795,"2330.TW"
,"2024-04-30",797,802,790,783.4645385742188,39051972,790,"2330.TW"
,"2024-05-02",789,789,772,765.6134643554688,40527228,772,"2330.TW"
,"2024-05-03",788,788,773,773.5472412109375,29901556,780,"2330.TW"
,"2024-05-06",791,793,786,779.4976196289062,32599878,786,"2330.TW"
,"2024-05-07",797,800,792,793.3818359375,33890214,800,"2330.TW"
,"2024-05-08",794,802,792,795.3652954101562,21757193,802,"2330.TW"
,"2024-05-09",798,802,796,789.4149169921875,21923999,796,"2330.TW"
,"2024-05-10",803,807,798,795.3652954101562,25101318,802,"2330.TW"
,"2024-05-13",823,825,818,812.2246704101562,34812619,819,"2330.TW"
,"2024-05-14",816,825,811,818.1749877929688,28691846,825,"2330.TW"
,"2024-05-15",838,844,837,832.0592041015625,39467772,839,"2330.TW"
,"2024-05-16",852,856,837,834.0426025390625,43927195,841,"2330.TW"
,"2024-05-17",848,848,834,828.09228515625,26207289,835,"2330.TW"
,"2024-05-20",834,838,822,828.09228515625,28808661,835,"2330.TW"
,"2024-05-21",830,841,830,834.0426025390625,19705349,841,"2330.TW"
,"2024-05-22",845,865,843,856.8523559570312,36628342,864,"2330.TW"
,"2024-05-23",875,877,867,867.7613525390625,37266618,875,"2330.TW"
,"2024-05-24",858,872,858,859.8275756835938,34136382,867,"2330.TW"
,"2024-05-27",872,878,866,861.81103515625,26726954,869,"2330.TW"
,"2024-05-28",867,873,865,857.8441162109375,25329216,865,"2330.TW"
,"2024-05-29",861,868,856,849.9102783203125,33436835,857,"2330.TW"
,"2024-05-30",841,848,838,831.0675048828125,38065102,838,"2330.TW"
,"2024-05-31",838,846,821,814.2080688476562,77438401,821,"2330.TW"
,"2024-06-03",839,853,837,839.0012817382812,28345488,846,"2330.TW"
,"2024-06-04",844,851,837,832.0592041015625,28223635,839,"2330.TW"
,"2024-06-05",841,857,835,846.9351196289062,31975446,854,"2330.TW"
,"2024-06-06",893,899,885,886.6041870117188,62925136,894,"2330.TW"
,"2024-06-07",885,888,879,871.728271484375,41075399,879,"2330.TW"
,"2024-06-11",892,895,883,875.6951904296875,48228488,883,"2330.TW"
,"2024-06-12",888,914,888,901.4801025390625,48106925,909,"2330.TW"
,"2024-06-13",923,935,911,914.9199829101562,55857091,919,"2330.TW"
,"2024-06-14",916,922,905,917.9066162109375,38408123,922,"2330.TW"
,"2024-06-17",913,925,913,916.9110717773438,26292426,921,"2330.TW"
,"2024-06-18",944,950,940,938.8134155273438,37876013,943,"2330.TW"
,"2024-06-19",953,984,953,976.6447143554688,72228052,981,"2330.TW"
,"2024-06-20",971,981,971,976.6447143554688,48225374,981,"2330.TW"
,"2024-06-21",961,978,960,965.6935424804688,88376132,970,"2330.TW"
,"2024-06-24",958,960,940,935.8267211914062,66391994,940,"2330.TW"
,"2024-06-25",925,945,923,940.8045043945312,57368432,945,"2330.TW"
,"2024-06-26",951,960,951,955.7379150390625,44967166,960,"2330.TW"
,"2024-06-27",951,961,949,955.7379150390625,39729446,960,"2330.TW"
,"2024-06-28",956,971,955,961.7113037109375,39138210,966,"2330.TW"
,"2024-07-01",968,977,965,963.702392578125,19935737,968,"2330.TW"
,"2024-07-02",967,971,959,955.7379150390625,25427569,960,"2330.TW"
,"2024-07-03",976,979,967,974.653564453125,24070411,979,"2330.TW"
,"2024-07-04",1000,1010,997,1000.5381469726562,41893299,1005,"2330.TW"
,"2024-07-05",1005,1010,1000,1000.5381469726562,19998094,1005,"2330.TW"
,"2024-07-08",1005,1050,1000,1030.4049072265625,40146763,1035,"2330.TW"
,"2024-07-09",1030,1055,1025,1035.3828125,46373121,1040,"2330.TW"
,"2024-07-10",1020,1050,1015,1040.360595703125,46206302,1045,"2330.TW"
,"2024-07-11",1065,1080,1055,1075.2052001953125,41724336,1080,"2330.TW"
,"2024-07-12",1030,1045,1025,1035.3828125,68983062,1040,"2330.TW"
,"2024-07-15",1040,1045,1025,1035.3828125,38393309,1040,"2330.TW"
,"2024-07-16",1040,1070,1035,1050.316162109375,32125609,1055,"2330.TW"
,"2024-07-17",1035,1045,1020,1025.4271240234375,54022399,1030,"2330.TW"
,"2024-07-18",988,1005,986,1000.5381469726562,81990095,1005,"2330.TW"
,"2024-07-19",988,995,970,965.6935424804688,92507621,970,"2330.TW"
